normalized_instruction,instruction,category,intent,duplicate_group_size,duplicate_group_rank
rebating <entity> dollars,rebating {{Refund Amount}} dollars,REFUND,get_refund,10,22
rebating <entity> dollars,rebating {{Refund Amount}} dollars,REFUND,get_refund,10,22
rebating <entity> dollars,rebating {{Refund Amount}} dollars,REFUND,get_refund,10,22
rebating <entity> dollars,rebating {{Refund Amount}} dollars,REFUND,get_refund,10,22
editing <entity> account,editing {{Account Category}}  account,ACCOUNT,edit_account,10,23
editing <entity> account,editing {{Account Category}}  account,ACCOUNT,edit_account,10,23
editing <entity> account,editing {{Account Category}} account,ACCOUNT,edit_account,10,23
editing <entity> account,editing {{Account Category}} account,ACCOUNT,edit_account,10,23
editing <entity> account,editing {{Account Category}} account,ACCOUNT,edit_account,10,23
editing <entity> account,editing {{Account Type}}  account,ACCOUNT,edit_account,10,23
editing <entity> account,editing {{Account Type}}  account,ACCOUNT,edit_account,10,23
editing <entity> account,editing {{Account Type}} account,ACCOUNT,edit_account,10,23
editing <entity> account,editing {{Account Type}} account,ACCOUNT,edit_account,10,23
editing <entity> account,editing {{Account Type}} account,ACCOUNT,edit_account,10,23
refund <entity><entity>,refund  {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,10,24
refund <entity><entity>,refund  {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,10,24
refund <entity><entity>,refund  {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,10,24
refund <entity><entity>,refund  {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,10,24
refund <entity><entity>,refund  {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,10,24
refund <entity><entity>,refund {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,10,24
refund <entity><entity>,refund {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,10,24
refund <entity><entity>,refund {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,10,24
refund <entity><entity>,refund {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,10,24
refund <entity><entity>,refund {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,10,24
i expect a restitution of <entity> dollars,I expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund,10,25
i expect a restitution of <entity> dollars,I expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund,10,25
i expect a restitution of <entity> dollars,I expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund,10,25
i expect a restitution of <entity> dollars,I expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund,10,25
i expect a restitution of <entity> dollars,I expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund,10,25
i expect a restitution of <entity> dollars,i expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund,10,25
i expect a restitution of <entity> dollars,i expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund,10,25
i expect a restitution of <entity> dollars,i expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund,10,25
i expect a restitution of <entity> dollars,i expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund,10,25
i expect a restitution of <entity> dollars,i expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund,10,25
i expect a rebate of <entity><entity>,I expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,26
i expect a rebate of <entity><entity>,I expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,26
i expect a rebate of <entity><entity>,I expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,26
i expect a rebate of <entity><entity>,I expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,26
i expect a rebate of <entity><entity>,I expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,26
i expect a rebate of <entity><entity>,i expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,26
i expect a rebate of <entity><entity>,i expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,26
i expect a rebate of <entity><entity>,i expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,26
i expect a rebate of <entity><entity>,i expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,26
i expect a rebate of <entity><entity>,i expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,26
i expect a refund of <entity> dollars,I expect a refund of {{Refund Amount}} dollars,REFUND,track_refund,10,27
i expect a refund of <entity> dollars,I expect a refund of {{Refund Amount}} dollars,REFUND,track_refund,10,27
i expect a refund of <entity> dollars,I expect a refund of {{Refund Amount}} dollars,REFUND,track_refund,10,27
i expect a refund of <entity> dollars,I expect a refund of {{Refund Amount}} dollars,REFUND,track_refund,10,27
i expect a refund of <entity> dollars,I expect a refund of {{Refund Amount}} dollars,REFUND,track_refund,10,27
i expect a refund of <entity> dollars,i expect a refund of {{Refund Amount}} dollars,REFUND,track_refund,10,27
i expect a refund of <entity> dollars,i expect a refund of {{Refund Amount}} dollars,REFUND,track_refund,10,27
i expect a refund of <entity> dollars,i expect a refund of {{Refund Amount}} dollars,REFUND,track_refund,10,27
i expect a refund of <entity> dollars,i expect a refund of {{Refund Amount}} dollars,REFUND,track_refund,10,27
i expect a refund of <entity> dollars,i expect a refund of {{Refund Amount}} dollars,REFUND,track_refund,10,27
i expect a refund of <entity><entity>,I expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,28
i expect a refund of <entity><entity>,I expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,28
i expect a refund of <entity><entity>,I expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,28
i expect a refund of <entity><entity>,I expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,28
i expect a refund of <entity><entity>,I expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,28
i expect a refund of <entity><entity>,i expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,28
i expect a refund of <entity><entity>,i expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,28
i expect a refund of <entity><entity>,i expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,28
i expect a refund of <entity><entity>,i expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,28
i expect a refund of <entity><entity>,i expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,28
i expect a reimbursement of <entity> dollars,I expect a reimbursement of {{Refund Amount}} dollars,REFUND,track_refund,10,29
i expect a reimbursement of <entity> dollars,I expect a reimbursement of {{Refund Amount}} dollars,REFUND,track_refund,10,29
i expect a reimbursement of <entity> dollars,I expect a reimbursement of {{Refund Amount}} dollars,REFUND,track_refund,10,29
i expect a reimbursement of <entity> dollars,I expect a reimbursement of {{Refund Amount}} dollars,REFUND,track_refund,10,29
i expect a reimbursement of <entity> dollars,I expect a reimbursement of {{Refund Amount}} dollars,REFUND,track_refund,10,29
i expect a reimbursement of <entity> dollars,i expect a reimbursement of {{Refund Amount}} dollars,REFUND,track_refund,10,29
i expect a reimbursement of <entity> dollars,i expect a reimbursement of {{Refund Amount}} dollars,REFUND,track_refund,10,29
i expect a reimbursement of <entity> dollars,i expect a reimbursement of {{Refund Amount}} dollars,REFUND,track_refund,10,29
i expect a reimbursement of <entity> dollars,i expect a reimbursement of {{Refund Amount}} dollars,REFUND,track_refund,10,29
i expect a reimbursement of <entity> dollars,i expect a reimbursement of {{Refund Amount}} dollars,REFUND,track_refund,10,29
i am waiting for a compensation of <entity><entity>,I am waiting for a compensation of  {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,30
i am waiting for a compensation of <entity><entity>,I am waiting for a compensation of  {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,30
i am waiting for a compensation of <entity><entity>,I am waiting for a compensation of  {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,30
i am waiting for a compensation of <entity><entity>,I am waiting for a compensation of  {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,30
i am waiting for a compensation of <entity><entity>,I am waiting for a compensation of  {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,30
i am waiting for a compensation of <entity><entity>,I am waiting for a compensation of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,30
i am waiting for a compensation of <entity><entity>,I am waiting for a compensation of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,30
i am waiting for a compensation of <entity><entity>,I am waiting for a compensation of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,30
i am waiting for a compensation of <entity><entity>,I am waiting for a compensation of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,30
i am waiting for a compensation of <entity><entity>,I am waiting for a compensation of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,30
i expect a restitution of <entity><entity>,I expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,31
i expect a restitution of <entity><entity>,I expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,31
i expect a restitution of <entity><entity>,I expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,31
i expect a restitution of <entity><entity>,I expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,31
i expect a restitution of <entity><entity>,I expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,31
i expect a restitution of <entity><entity>,i expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,31
i expect a restitution of <entity><entity>,i expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,31
i expect a restitution of <entity><entity>,i expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,31
i expect a restitution of <entity><entity>,i expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,31
i expect a restitution of <entity><entity>,i expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,10,31
refunding <entity> dollars,refunding {{Refund Amount}}  dollars,REFUND,get_refund,10,32
refunding <entity> dollars,refunding {{Refund Amount}}  dollars,REFUND,get_refund,10,32
refunding <entity> dollars,refunding {{Refund Amount}}  dollars,REFUND,get_refund,10,32
refunding <entity> dollars,refunding {{Refund Amount}}  dollars,REFUND,get_refund,10,32
refunding <entity> dollars,refunding {{Refund Amount}}  dollars,REFUND,get_refund,10,32
refunding <entity> dollars,refunding {{Refund Amount}} dollars,REFUND,get_refund,10,32
refunding <entity> dollars,refunding {{Refund Amount}} dollars,REFUND,get_refund,10,32
refunding <entity> dollars,refunding {{Refund Amount}} dollars,REFUND,get_refund,10,32
refunding <entity> dollars,refunding {{Refund Amount}} dollars,REFUND,get_refund,10,32
refunding <entity> dollars,refunding {{Refund Amount}} dollars,REFUND,get_refund,10,32
i expect a reimbursement of <entity><entity>,I expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,9,33
i expect a reimbursement of <entity><entity>,I expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,9,33
i expect a reimbursement of <entity><entity>,I expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,9,33
i expect a reimbursement of <entity><entity>,I expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,9,33
i expect a reimbursement of <entity><entity>,i expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,9,33
i expect a reimbursement of <entity><entity>,i expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,9,33
i expect a reimbursement of <entity><entity>,i expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,9,33
i expect a reimbursement of <entity><entity>,i expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,9,33
i expect a reimbursement of <entity><entity>,i expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,9,33
cancel purchase <entity>,cancel purchase  {{Order Number}},ORDER,cancel_order,9,34
cancel purchase <entity>,cancel purchase  {{Order Number}},ORDER,cancel_order,9,34
cancel purchase <entity>,cancel purchase  {{Order Number}},ORDER,cancel_order,9,34
cancel purchase <entity>,cancel purchase  {{Order Number}},ORDER,cancel_order,9,34
cancel purchase <entity>,cancel purchase {{Order Number}},ORDER,cancel_order,9,34
cancel purchase <entity>,cancel purchase {{Order Number}},ORDER,cancel_order,9,34
cancel purchase <entity>,cancel purchase {{Order Number}},ORDER,cancel_order,9,34
cancel purchase <entity>,cancel purchase {{Order Number}},ORDER,cancel_order,9,34
cancel purchase <entity>,cancel purchase {{Order Number}},ORDER,cancel_order,9,34
changing data on <entity> account,changing data on {{Account Category}}  account,ACCOUNT,edit_account,9,35
changing data on <entity> account,changing data on {{Account Category}}  account,ACCOUNT,edit_account,9,35
changing data on <entity> account,changing data on {{Account Category}} account,ACCOUNT,edit_account,9,35
changing data on <entity> account,changing data on {{Account Category}} account,ACCOUNT,edit_account,9,35
changing data on <entity> account,changing data on {{Account Category}} account,ACCOUNT,edit_account,9,35
changing data on <entity> account,changing data on {{Account Type}}  account,ACCOUNT,edit_account,9,35
changing data on <entity> account,changing data on {{Account Type}} account,ACCOUNT,edit_account,9,35
changing data on <entity> account,changing data on {{Account Type}} account,ACCOUNT,edit_account,9,35
changing data on <entity> account,changing data on {{Account Type}} account,ACCOUNT,edit_account,9,35
shiping to <entity>,shiping to {{Delivery City}},DELIVERY,delivery_options,8,36
shiping to <entity>,shiping to {{Delivery City}},DELIVERY,delivery_options,8,36
shiping to <entity>,shiping to {{Delivery City}},DELIVERY,delivery_options,8,36
shiping to <entity>,shiping to {{Delivery City}},DELIVERY,delivery_options,8,36
shiping to <entity>,shiping to {{Delivery City}},DELIVERY,delivery_options,8,36
shiping to <entity>,shiping to {{Delivery City}},DELIVERY,delivery_options,8,36
shiping to <entity>,shiping to {{Delivery City}},DELIVERY,delivery_options,8,36
shiping to <entity>,shiping to {{Delivery City}},DELIVERY,delivery_options,8,36
rebate <entity><entity>,rebate  {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,8,37
rebate <entity><entity>,rebate  {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,8,37
rebate <entity><entity>,rebate  {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,8,37
rebate <entity><entity>,rebate  {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,8,37
rebate <entity><entity>,rebate  {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,8,37
rebate <entity><entity>,rebate {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,8,37
rebate <entity><entity>,rebate {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,8,37
rebate <entity><entity>,rebate {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,8,37
i need assistance cancelling purchase <entity>,I need assistance cancelling purchase {{Order Number}},ORDER,cancel_order,8,38
i need assistance cancelling purchase <entity>,I need assistance cancelling purchase {{Order Number}},ORDER,cancel_order,8,38
i need assistance cancelling purchase <entity>,I need assistance cancelling purchase {{Order Number}},ORDER,cancel_order,8,38
i need assistance cancelling purchase <entity>,I need assistance cancelling purchase {{Order Number}},ORDER,cancel_order,8,38
i need assistance cancelling purchase <entity>,I need assistance cancelling purchase {{Order Number}},ORDER,cancel_order,8,38
i need assistance cancelling purchase <entity>,i need assistance cancelling purchase {{Order Number}},ORDER,cancel_order,8,38
i need assistance cancelling purchase <entity>,i need assistance cancelling purchase {{Order Number}},ORDER,cancel_order,8,38
i need assistance cancelling purchase <entity>,i need assistance cancelling purchase {{Order Number}},ORDER,cancel_order,8,38
i need help cancelling purchase <entity>,I need help cancelling purchase {{Order Number}},ORDER,cancel_order,8,39
i need help cancelling purchase <entity>,I need help cancelling purchase {{Order Number}},ORDER,cancel_order,8,39
i need help cancelling purchase <entity>,I need help cancelling purchase {{Order Number}},ORDER,cancel_order,8,39
i need help cancelling purchase <entity>,I need help cancelling purchase {{Order Number}},ORDER,cancel_order,8,39
i need help cancelling purchase <entity>,I need help cancelling purchase {{Order Number}},ORDER,cancel_order,8,39
i need help cancelling purchase <entity>,i need help cancelling purchase {{Order Number}},ORDER,cancel_order,8,39
i need help cancelling purchase <entity>,i need help cancelling purchase {{Order Number}},ORDER,cancel_order,8,39
i need help cancelling purchase <entity>,i need help cancelling purchase {{Order Number}},ORDER,cancel_order,8,39
purchase <entity> current status,purchase {{Order Number}} current  status,ORDER,track_order,8,40
purchase <entity> current status,purchase {{Order Number}} current  status,ORDER,track_order,8,40
purchase <entity> current status,purchase {{Order Number}} current  status,ORDER,track_order,8,40
purchase <entity> current status,purchase {{Order Number}} current status,ORDER,track_order,8,40
purchase <entity> current status,purchase {{Order Number}} current status,ORDER,track_order,8,40
purchase <entity> current status,purchase {{Order Number}} current status,ORDER,track_order,8,40
purchase <entity> current status,purchase {{Order Number}} current status,ORDER,track_order,8,40
purchase <entity> current status,purchase {{Order Number}} current status,ORDER,track_order,8,40
i want help to cancel purchase <entity>,I want help to cancel purchase {{Order Number}},ORDER,cancel_order,8,41
i want help to cancel purchase <entity>,I want help to cancel purchase {{Order Number}},ORDER,cancel_order,8,41
i want help to cancel purchase <entity>,I want help to cancel purchase {{Order Number}},ORDER,cancel_order,8,41
i want help to cancel purchase <entity>,I want help to cancel purchase {{Order Number}},ORDER,cancel_order,8,41
i want help to cancel purchase <entity>,I want help to cancel purchase {{Order Number}},ORDER,cancel_order,8,41
i want help to cancel purchase <entity>,i want help to cancel purchase {{Order Number}},ORDER,cancel_order,8,41
i want help to cancel purchase <entity>,i want help to cancel purchase {{Order Number}},ORDER,cancel_order,8,41
i want help to cancel purchase <entity>,i want help to cancel purchase {{Order Number}},ORDER,cancel_order,8,41
do you shp to <entity>?,do you shp to {{Delivery City}}?,DELIVERY,delivery_options,8,42
do you shp to <entity>?,do you shp to {{Delivery City}}?,DELIVERY,delivery_options,8,42
do you shp to <entity>?,do you shp to {{Delivery City}}?,DELIVERY,delivery_options,8,42
do you shp to <entity>?,do you shp to {{Delivery City}}?,DELIVERY,delivery_options,8,42
do you shp to <entity>?,do you shp to {{Delivery City}}?,DELIVERY,delivery_options,8,42
do you shp to <entity>?,do you shp to {{Delivery City}}?,DELIVERY,delivery_options,8,42
do you shp to <entity>?,do you shp to {{Delivery City}}?,DELIVERY,delivery_options,8,42
do you shp to <entity>?,do you shp to {{Delivery City}}?,DELIVERY,delivery_options,8,42
do uship to <entity>,do uship to {{Delivery City}},DELIVERY,delivery_options,8,43
do uship to <entity>,do uship to {{Delivery City}},DELIVERY,delivery_options,8,43
do uship to <entity>,do uship to {{Delivery City}},DELIVERY,delivery_options,8,43
do uship to <entity>,do uship to {{Delivery City}},DELIVERY,delivery_options,8,43
do uship to <entity>,do uship to {{Delivery City}},DELIVERY,delivery_options,8,43
do uship to <entity>,do uship to {{Delivery City}},DELIVERY,delivery_options,8,43
do uship to <entity>,do uship to {{Delivery City}},DELIVERY,delivery_options,8,43
do uship to <entity>,do uship to {{Delivery City}},DELIVERY,delivery_options,8,43
delieries to <entity>,delieries to {{Delivery City}},DELIVERY,delivery_options,8,44
delieries to <entity>,delieries to {{Delivery City}},DELIVERY,delivery_options,8,44
delieries to <entity>,delieries to {{Delivery City}},DELIVERY,delivery_options,8,44
delieries to <entity>,delieries to {{Delivery City}},DELIVERY,delivery_options,8,44
delieries to <entity>,delieries to {{Delivery City}},DELIVERY,delivery_options,8,44
delieries to <entity>,delieries to {{Delivery City}},DELIVERY,delivery_options,8,44
delieries to <entity>,delieries to {{Delivery City}},DELIVERY,delivery_options,8,44
delieries to <entity>,delieries to {{Delivery City}},DELIVERY,delivery_options,8,44
d uship to <entity>,d uship to {{Delivery City}},DELIVERY,delivery_options,8,45
d uship to <entity>,d uship to {{Delivery City}},DELIVERY,delivery_options,8,45
d uship to <entity>,d uship to {{Delivery City}},DELIVERY,delivery_options,8,45
d uship to <entity>,d uship to {{Delivery City}},DELIVERY,delivery_options,8,45
d uship to <entity>,d uship to {{Delivery City}},DELIVERY,delivery_options,8,45
d uship to <entity>,d uship to {{Delivery City}},DELIVERY,delivery_options,8,45
d uship to <entity>,d uship to {{Delivery City}},DELIVERY,delivery_options,8,45
d uship to <entity>,d uship to {{Delivery City}},DELIVERY,delivery_options,8,45
closing <entity> account,closing  {{Account Category}} account,ACCOUNT,delete_account,8,46
closing <entity> account,closing  {{Account Type}} account,ACCOUNT,delete_account,8,46
closing <entity> account,closing {{Account Category}} account,ACCOUNT,delete_account,8,46
closing <entity> account,closing {{Account Category}} account,ACCOUNT,delete_account,8,46
closing <entity> account,closing {{Account Category}} account,ACCOUNT,delete_account,8,46
closing <entity> account,closing {{Account Type}} account,ACCOUNT,delete_account,8,46
closing <entity> account,closing {{Account Type}} account,ACCOUNT,delete_account,8,46
closing <entity> account,closing {{Account Type}} account,ACCOUNT,delete_account,8,46
cn i place an order from <entity>?,cn I place an order from {{Delivery City}}?,DELIVERY,delivery_options,8,47
cn i place an order from <entity>?,cn I place an order from {{Delivery City}}?,DELIVERY,delivery_options,8,47
cn i place an order from <entity>?,cn I place an order from {{Delivery City}}?,DELIVERY,delivery_options,8,47
cn i place an order from <entity>?,cn I place an order from {{Delivery City}}?,DELIVERY,delivery_options,8,47
cn i place an order from <entity>?,cn I place an order from {{Delivery City}}?,DELIVERY,delivery_options,8,47
cn i place an order from <entity>?,cn I place an order from {{Delivery City}}?,DELIVERY,delivery_options,8,47
cn i place an order from <entity>?,cn I place an order from {{Delivery City}}?,DELIVERY,delivery_options,8,47
cn i place an order from <entity>?,cn I place an order from {{Delivery City}}?,DELIVERY,delivery_options,8,47
is it possibleto place an order from <entity>,is it possibleto place an order from {{Delivery City}},DELIVERY,delivery_options,8,48
is it possibleto place an order from <entity>,is it possibleto place an order from {{Delivery City}},DELIVERY,delivery_options,8,48
is it possibleto place an order from <entity>,is it possibleto place an order from {{Delivery City}},DELIVERY,delivery_options,8,48
is it possibleto place an order from <entity>,is it possibleto place an order from {{Delivery City}},DELIVERY,delivery_options,8,48
is it possibleto place an order from <entity>,is it possibleto place an order from {{Delivery City}},DELIVERY,delivery_options,8,48
is it possibleto place an order from <entity>,is it possibleto place an order from {{Delivery City}},DELIVERY,delivery_options,8,48
is it possibleto place an order from <entity>,is it possibleto place an order from {{Delivery City}},DELIVERY,delivery_options,8,48
is it possibleto place an order from <entity>,is it possibleto place an order from {{Delivery City}},DELIVERY,delivery_options,8,48
is it possible toorder from <entity>,is it possible toorder from {{Delivery City}},DELIVERY,delivery_options,8,49
is it possible toorder from <entity>,is it possible toorder from {{Delivery City}},DELIVERY,delivery_options,8,49
is it possible toorder from <entity>,is it possible toorder from {{Delivery City}},DELIVERY,delivery_options,8,49
is it possible toorder from <entity>,is it possible toorder from {{Delivery City}},DELIVERY,delivery_options,8,49
is it possible toorder from <entity>,is it possible toorder from {{Delivery City}},DELIVERY,delivery_options,8,49
is it possible toorder from <entity>,is it possible toorder from {{Delivery City}},DELIVERY,delivery_options,8,49
is it possible toorder from <entity>,is it possible toorder from {{Delivery City}},DELIVERY,delivery_options,8,49
is it possible toorder from <entity>,is it possible toorder from {{Delivery City}},DELIVERY,delivery_options,8,49
shipmetns to <entity>,shipmetns to {{Delivery City}},DELIVERY,delivery_options,8,50
shipmetns to <entity>,shipmetns to {{Delivery City}},DELIVERY,delivery_options,8,50
shipmetns to <entity>,shipmetns to {{Delivery City}},DELIVERY,delivery_options,8,50
shipmetns to <entity>,shipmetns to {{Delivery City}},DELIVERY,delivery_options,8,50
shipmetns to <entity>,shipmetns to {{Delivery City}},DELIVERY,delivery_options,8,50
shipmetns to <entity>,shipmetns to {{Delivery City}},DELIVERY,delivery_options,8,50
shipmetns to <entity>,shipmetns to {{Delivery City}},DELIVERY,delivery_options,8,50
shipmetns to <entity>,shipmetns to {{Delivery City}},DELIVERY,delivery_options,8,50
i can no longer afford purchase <entity>,I can no longer afford purchase {{Order Number}},ORDER,cancel_order,7,51
i can no longer afford purchase <entity>,I can no longer afford purchase {{Order Number}},ORDER,cancel_order,7,51
i can no longer afford purchase <entity>,I can no longer afford purchase {{Order Number}},ORDER,cancel_order,7,51
i can no longer afford purchase <entity>,I can no longer afford purchase {{Order Number}},ORDER,cancel_order,7,51
i can no longer afford purchase <entity>,I can no longer afford purchase {{Order Number}},ORDER,cancel_order,7,51
i can no longer afford purchase <entity>,i can no longer afford purchase {{Order Number}},ORDER,cancel_order,7,51
i can no longer afford purchase <entity>,i can no longer afford purchase {{Order Number}},ORDER,cancel_order,7,51
i need help to cancel purchase <entity>,I need help to cancel purchase {{Order Number}},ORDER,cancel_order,7,52
i need help to cancel purchase <entity>,I need help to cancel purchase {{Order Number}},ORDER,cancel_order,7,52
i need help to cancel purchase <entity>,I need help to cancel purchase {{Order Number}},ORDER,cancel_order,7,52
i need help to cancel purchase <entity>,I need help to cancel purchase {{Order Number}},ORDER,cancel_order,7,52
i need help to cancel purchase <entity>,I need help to cancel purchase {{Order Number}},ORDER,cancel_order,7,52
i need help to cancel purchase <entity>,i need help to cancel purchase {{Order Number}},ORDER,cancel_order,7,52
i need help to cancel purchase <entity>,i need help to cancel purchase {{Order Number}},ORDER,cancel_order,7,52
i want help canceling purchase <entity>,I want help canceling purchase {{Order Number}},ORDER,cancel_order,7,53
i want help canceling purchase <entity>,I want help canceling purchase {{Order Number}},ORDER,cancel_order,7,53
i want help canceling purchase <entity>,I want help canceling purchase {{Order Number}},ORDER,cancel_order,7,53
i want help canceling purchase <entity>,I want help canceling purchase {{Order Number}},ORDER,cancel_order,7,53
i want help canceling purchase <entity>,I want help canceling purchase {{Order Number}},ORDER,cancel_order,7,53
i want help canceling purchase <entity>,i want help canceling purchase {{Order Number}},ORDER,cancel_order,7,53
i want help canceling purchase <entity>,i want help canceling purchase {{Order Number}},ORDER,cancel_order,7,53
edit order <entity>,edit order  {{Order Number}},ORDER,change_order,7,54
edit order <entity>,edit order  {{Order Number}},ORDER,change_order,7,54
edit order <entity>,edit order {{Order Number}},ORDER,change_order,7,54
edit order <entity>,edit order {{Order Number}},ORDER,change_order,7,54
edit order <entity>,edit order {{Order Number}},ORDER,change_order,7,54
edit order <entity>,edit order {{Order Number}},ORDER,change_order,7,54
edit order <entity>,edit order {{Order Number}},ORDER,change_order,7,54
i need help with canceling purchase <entity>,I need help with canceling purchase {{Order Number}},ORDER,cancel_order,7,55
i need help with canceling purchase <entity>,I need help with canceling purchase {{Order Number}},ORDER,cancel_order,7,55
i need help with canceling purchase <entity>,I need help with canceling purchase {{Order Number}},ORDER,cancel_order,7,55
i need help with canceling purchase <entity>,I need help with canceling purchase {{Order Number}},ORDER,cancel_order,7,55
i need help with canceling purchase <entity>,I need help with canceling purchase {{Order Number}},ORDER,cancel_order,7,55
i need help with canceling purchase <entity>,i need help with canceling purchase {{Order Number}},ORDER,cancel_order,7,55
i need help with canceling purchase <entity>,i need help with canceling purchase {{Order Number}},ORDER,cancel_order,7,55
change order <entity>,change  order {{Order Number}},ORDER,change_order,7,56
change order <entity>,change  order {{Order Number}},ORDER,change_order,7,56
change order <entity>,change order {{Order Number}},ORDER,change_order,7,56
change order <entity>,change order {{Order Number}},ORDER,change_order,7,56
change order <entity>,change order {{Order Number}},ORDER,change_order,7,56
change order <entity>,change order {{Order Number}},ORDER,change_order,7,56
change order <entity>,change order {{Order Number}},ORDER,change_order,7,56
i want help cancelling purchase <entity>,I want help cancelling purchase {{Order Number}},ORDER,cancel_order,7,57
i want help cancelling purchase <entity>,I want help cancelling purchase {{Order Number}},ORDER,cancel_order,7,57
i want help cancelling purchase <entity>,I want help cancelling purchase {{Order Number}},ORDER,cancel_order,7,57
