flags,count,percentage,intent,intent_count,percentage_within_flag
BLMQZ,198,0.736826,get_refund,15,7.575758
BLMQZ,198,0.736826,change_order,12,6.060606
BLMQZ,198,0.736826,change_shipping_address,10,5.050505
BLMQZ,198,0.736826,get_invoice,9,4.545455
BLMQZ,198,0.736826,check_invoice,6,3.030303
BLMQZ,198,0.736826,set_up_shipping_address,6,3.030303
BLMQZ,198,0.736826,cancel_order,3,1.515152
BLMQZ,198,0.736826,create_account,3,1.515152
BLMQZ,198,0.736826,recover_password,2,1.010101
BLMQZ,198,0.736826,delete_account,1,0.505051
BLMQZ,198,0.736826,track_refund,1,0.505051
BLMZ,192,0.714498,place_order,37,19.270833
BLMZ,192,0.714498,payment_issue,34,17.708333
BLMZ,192,0.714498,check_cancellation_fee,23,11.979167
BLMZ,192,0.714498,registration_problems,23,11.979167
BLMZ,192,0.714498,change_shipping_address,17,8.854167
BLMZ,192,0.714498,get_refund,13,6.770833
BLMZ,192,0.714498,change_order,10,5.208333
BLMZ,192,0.714498,check_invoice,9,4.6875
BLMZ,192,0.714498,delete_account,9,4.6875
BLMZ,192,0.714498,set_up_shipping_address,6,3.125
BLMZ,192,0.714498,get_invoice,3,1.5625
BLMZ,192,0.714498,cancel_order,2,1.041667
BLMZ,192,0.714498,create_account,2,1.041667
BLMZ,192,0.714498,delivery_period,1,0.520833
BLMZ,192,0.714498,edit_account,1,0.520833
BLMZ,192,0.714498,recover_password,1,0.520833
BLMZ,192,0.714498,track_refund,1,0.520833
BI,160,0.595415,switch_account,39,24.375
BI,160,0.595415,cancel_order,19,11.875
BI,160,0.595415,track_order,17,10.625
BI,160,0.595415,check_invoice,12,7.5
BI,160,0.595415,create_account,12,7.5
BI,160,0.595415,contact_customer_service,8,5.0
BI,160,0.595415,change_order,7,4.375
BI,160,0.595415,delivery_period,7,4.375
BI,160,0.595415,get_invoice,7,4.375
BI,160,0.595415,set_up_shipping_address,7,4.375
BI,160,0.595415,check_refund_policy,6,3.75
BI,160,0.595415,place_order,4,2.5
BI,160,0.595415,change_shipping_address,3,1.875
BI,160,0.595415,payment_issue,3,1.875
BI,160,0.595415,contact_human_agent,2,1.25
BI,160,0.595415,review,2,1.25
BI,160,0.595415,check_payment_methods,1,0.625
BI,160,0.595415,delivery_options,1,0.625
BI,160,0.595415,edit_account,1,0.625
BI,160,0.595415,registration_problems,1,0.625
BI,160,0.595415,track_refund,1,0.625
BILW,147,0.547038,check_payment_methods,14,9.52381
BILW,147,0.547038,delivery_period,14,9.52381
BILW,147,0.547038,complaint,13,8.843537
BILW,147,0.547038,contact_human_agent,9,6.122449
BILW,147,0.547038,contact_customer_service,8,5.442177
BILW,147,0.547038,check_refund_policy,7,4.761905
BILW,147,0.547038,switch_account,7,4.761905
BILW,147,0.547038,create_account,6,4.081633
BILW,147,0.547038,newsletter_subscription,6,4.081633
BILW,147,0.547038,recover_password,6,4.081633
BILW,147,0.547038,change_shipping_address,5,3.401361
BILW,147,0.547038,check_cancellation_fee,5,3.401361
BILW,147,0.547038,set_up_shipping_address,5,3.401361
BILW,147,0.547038,delivery_options,4,2.721088
BILW,147,0.547038,get_invoice,4,2.721088
BILW,147,0.547038,place_order,4,2.721088
BILW,147,0.547038,track_order,4,2.721088
BILW,147,0.547038,track_refund,4,2.721088
BILW,147,0.547038,change_order,3,2.040816
BILW,147,0.547038,check_invoice,3,2.040816
BILW,147,0.547038,delete_account,3,2.040816
BILW,147,0.547038,get_refund,3,2.040816
BILW,147,0.547038,registration_problems,3,2.040816
BILW,147,0.547038,review,3,2.040816
BILW,147,0.547038,edit_account,2,1.360544
BILW,147,0.547038,cancel_order,1,0.680272
BILW,147,0.547038,payment_issue,1,0.680272
BIQ,146,0.543316,switch_account,35,23.972603
BIQ,146,0.543316,track_order,18,12.328767
BIQ,146,0.543316,check_invoice,13,8.90411
BIQ,146,0.543316,cancel_order,12,8.219178
BIQ,146,0.543316,delivery_period,10,6.849315
BIQ,146,0.543316,create_account,9,6.164384
BIQ,146,0.543316,change_order,6,4.109589
BIQ,146,0.543316,contact_customer_service,6,4.109589
BIQ,146,0.543316,get_invoice,6,4.109589
BIQ,146,0.543316,newsletter_subscription,5,3.424658
BIQ,146,0.543316,set_up_shipping_address,4,2.739726
BIQ,146,0.543316,check_refund_policy,3,2.054795
BIQ,146,0.543316,contact_human_agent,3,2.054795
BIQ,146,0.543316,get_refund,3,2.054795
BIQ,146,0.543316,check_payment_methods,2,1.369863
BIQ,146,0.543316,place_order,2,1.369863
BIQ,146,0.543316,registration_problems,2,1.369863
BIQ,146,0.543316,review,2,1.369863
BIQ,146,0.543316,track_refund,2,1.369863
BIQ,146,0.543316,change_shipping_address,1,0.684932
BIQ,146,0.543316,check_cancellation_fee,1,0.684932
BIQ,146,0.543316,delivery_options,1,0.684932
BQZ,143,0.532152,cancel_order,27,18.881119
BQZ,143,0.532152,switch_account,21,14.685315
BQZ,143,0.532152,track_refund,18,12.587413
BQZ,143,0.532152,check_refund_policy,9,6.293706
BQZ,143,0.532152,track_order,9,6.293706
BQZ,143,0.532152,create_account,8,5.594406
BQZ,143,0.532152,check_invoice,7,4.895105
BQZ,143,0.532152,get_invoice,7,4.895105
BQZ,143,0.532152,newsletter_subscription,7,4.895105
BQZ,143,0.532152,check_payment_methods,5,3.496503
BQZ,143,0.532152,change_order,4,2.797203
BQZ,143,0.532152,change_shipping_address,3,2.097902
BQZ,143,0.532152,delivery_period,3,2.097902
BQZ,143,0.532152,set_up_shipping_address,3,2.097902
BQZ,143,0.532152,contact_customer_service,2,1.398601
BQZ,143,0.532152,contact_human_agent,2,1.398601
BQZ,143,0.532152,payment_issue,2,1.398601
BQZ,143,0.532152,place_order,2,1.398601
BQZ,143,0.532152,review,2,1.398601
BQZ,143,0.532152,complaint,1,0.699301
BQZ,143,0.532152,registration_problems,1,0.699301
BCILP,142,0.528431,contact_customer_service,15,10.56338
BCILP,142,0.528431,change_order,11,7.746479
BCILP,142,0.528431,change_shipping_address,11,7.746479
BCILP,142,0.528431,get_invoice,11,7.746479
BCILP,142,0.528431,track_refund,11,7.746479
BCILP,142,0.528431,check_invoice,8,5.633803
BCILP,142,0.528431,check_payment_methods,6,4.225352
BCILP,142,0.528431,check_refund_policy,6,4.225352
BCILP,142,0.528431,contact_human_agent,6,4.225352
BCILP,142,0.528431,delivery_options,6,4.225352
BCILP,142,0.528431,newsletter_subscription,6,4.225352
BCILP,142,0.528431,place_order,5,3.521127
BCILP,142,0.528431,recover_password,5,3.521127
BCILP,142,0.528431,set_up_shipping_address,5,3.521127
BCILP,142,0.528431,track_order,5,3.521127
BCILP,142,0.528431,delete_account,4,2.816901
BCILP,142,0.528431,review,4,2.816901
BCILP,142,0.528431,check_cancellation_fee,3,2.112676
BCILP,142,0.528431,complaint,3,2.112676
BCILP,142,0.528431,edit_account,3,2.112676
BCILP,142,0.528431,payment_issue,3,2.112676
BCILP,142,0.528431,switch_account,3,2.112676
BCILP,142,0.528431,create_account,2,1.408451
BKLQ,132,0.491218,edit_account,120,90.909091
BKLQ,132,0.491218,track_order,5,3.787879
BKLQ,132,0.491218,check_refund_policy,2,1.515152
BKLQ,132,0.491218,complaint,2,1.515152
BKLQ,132,0.491218,newsletter_subscription,2,1.515152
BKLQ,132,0.491218,review,1,0.757576
BCILQ,125,0.465168,edit_account,20,16.0
BCILQ,125,0.465168,check_invoice,10,8.0
BCILQ,125,0.465168,track_order,10,8.0
BCILQ,125,0.465168,check_payment_methods,9,7.2
BCILQ,125,0.465168,get_invoice,9,7.2
BCILQ,125,0.465168,newsletter_subscription,9,7.2
BCILQ,125,0.465168,review,9,7.2
BCILQ,125,0.465168,delivery_period,6,4.8
BCILQ,125,0.465168,change_shipping_address,4,3.2
BCILQ,125,0.465168,contact_customer_service,4,3.2
BCILQ,125,0.465168,delivery_options,4,3.2
BCILQ,125,0.465168,switch_account,4,3.2
BCILQ,125,0.465168,check_refund_policy,3,2.4
BCILQ,125,0.465168,contact_human_agent,3,2.4
BCILQ,125,0.465168,place_order,3,2.4
BCILQ,125,0.465168,set_up_shipping_address,3,2.4
BCILQ,125,0.465168,track_refund,3,2.4
BCILQ,125,0.465168,change_order,2,1.6
BCILQ,125,0.465168,check_cancellation_fee,2,1.6
BCILQ,125,0.465168,complaint,2,1.6
BCILQ,125,0.465168,payment_issue,2,1.6
BCILQ,125,0.465168,recover_password,2,1.6
BCILQ,125,0.465168,cancel_order,1,0.8
BCILQ,125,0.465168,create_account,1,0.8
BELM,120,0.446561,place_order,33,27.5
BELM,120,0.446561,check_cancellation_fee,24,20.0
BELM,120,0.446561,registration_problems,19,15.833333
BELM,120,0.446561,payment_issue,12,10.0
BELM,120,0.446561,get_refund,11,9.166667
BELM,120,0.446561,delivery_options,7,5.833333
BELM,120,0.446561,get_invoice,6,5.0
BELM,120,0.446561,check_invoice,5,4.166667
BELM,120,0.446561,change_order,1,0.833333
BELM,120,0.446561,delete_account,1,0.833333
BELM,120,0.446561,track_refund,1,0.833333
BZ,120,0.446561,cancel_order,26,21.666667
BZ,120,0.446561,track_refund,17,14.166667
BZ,120,0.446561,switch_account,11,9.166667
BZ,120,0.446561,check_invoice,7,5.833333
BZ,120,0.446561,contact_human_agent,7,5.833333
BZ,120,0.446561,get_invoice,7,5.833333
BZ,120,0.446561,change_order,6,5.0
BZ,120,0.446561,create_account,6,5.0
BZ,120,0.446561,newsletter_subscription,5,4.166667
BZ,120,0.446561,check_refund_policy,4,3.333333
BZ,120,0.446561,delivery_period,4,3.333333
BZ,120,0.446561,place_order,4,3.333333
BZ,120,0.446561,track_order,4,3.333333
BZ,120,0.446561,contact_customer_service,2,1.666667
BZ,120,0.446561,get_refund,2,1.666667
BZ,120,0.446561,payment_issue,2,1.666667
BZ,120,0.446561,recover_password,2,1.666667
BZ,120,0.446561,review,2,1.666667
BZ,120,0.446561,check_cancellation_fee,1,0.833333
BZ,120,0.446561,complaint,1,0.833333
BCLM,109,0.405627,get_refund,28,25.688073
BCLM,109,0.405627,delivery_options,18,16.513761
BCLM,109,0.405627,payment_issue,17,15.59633
BCLM,109,0.405627,check_cancellation_fee,12,11.009174
BCLM,109,0.405627,place_order,10,9.174312
BCLM,109,0.405627,cancel_order,9,8.256881
BCLM,109,0.405627,check_invoice,5,4.587156
BCLM,109,0.405627,change_order,3,2.752294
BCLM,109,0.405627,registration_problems,3,2.752294
BCLM,109,0.405627,track_refund,2,1.834862
BCLM,109,0.405627,edit_account,1,0.917431
BCLM,109,0.405627,get_invoice,1,0.917431
BLMW,105,0.390741,delivery_options,15,14.285714
BLMW,105,0.390741,check_invoice,12,11.428571
BLMW,105,0.390741,place_order,12,11.428571
BLMW,105,0.390741,registration_problems,12,11.428571
BLMW,105,0.390741,payment_issue,11,10.47619
BLMW,105,0.390741,change_order,10,9.52381
BLMW,105,0.390741,change_shipping_address,7,6.666667
BLMW,105,0.390741,check_cancellation_fee,7,6.666667
BLMW,105,0.390741,set_up_shipping_address,6,5.714286
BLMW,105,0.390741,get_invoice,5,4.761905
BLMW,105,0.390741,get_refund,4,3.809524
BLMW,105,0.390741,track_refund,2,1.904762
BLMW,105,0.390741,delete_account,1,0.952381
BLMW,105,0.390741,edit_account,1,0.952381
BELQZ,104,0.38702,set_up_shipping_address,14,13.461538
BELQZ,104,0.38702,delete_account,13,12.5
BELQZ,104,0.38702,get_invoice,11,10.576923
BELQZ,104,0.38702,check_payment_methods,8,7.692308
BELQZ,104,0.38702,contact_human_agent,8,7.692308
BELQZ,104,0.38702,check_invoice,7,6.730769
BELQZ,104,0.38702,newsletter_subscription,7,6.730769
BELQZ,104,0.38702,recover_password,7,6.730769
BELQZ,104,0.38702,registration_problems,5,4.807692
BELQZ,104,0.38702,track_order,5,4.807692
BELQZ,104,0.38702,change_shipping_address,4,3.846154
BELQZ,104,0.38702,create_account,4,3.846154
BELQZ,104,0.38702,check_cancellation_fee,3,2.884615
BELQZ,104,0.38702,get_refund,3,2.884615
BELQZ,104,0.38702,delivery_period,2,1.923077
BELQZ,104,0.38702,cancel_order,1,0.961538
BELQZ,104,0.38702,complaint,1,0.961538
BELQZ,104,0.38702,payment_issue,1,0.961538
BKM,100,0.372135,check_invoice,26,26.0
BKM,100,0.372135,get_invoice,26,26.0
BKM,100,0.372135,get_refund,20,20.0
BKM,100,0.372135,payment_issue,14,14.0
BKM,100,0.372135,registration_problems,12,12.0
BKM,100,0.372135,change_shipping_address,1,1.0
BKM,100,0.372135,check_cancellation_fee,1,1.0
BELZ,91,0.338642,contact_human_agent,10,10.989011
BELZ,91,0.338642,delete_account,10,10.989011
BELZ,91,0.338642,newsletter_subscription,9,9.89011
BELZ,91,0.338642,set_up_shipping_address,9,9.89011
BELZ,91,0.338642,contact_customer_service,6,6.593407
BELZ,91,0.338642,change_shipping_address,5,5.494505
BELZ,91,0.338642,complaint,5,5.494505
BELZ,91,0.338642,delivery_period,5,5.494505
BELZ,91,0.338642,get_invoice,5,5.494505
BELZ,91,0.338642,registration_problems,5,5.494505
BELZ,91,0.338642,check_payment_methods,3,3.296703
BELZ,91,0.338642,recover_password,3,3.296703
BELZ,91,0.338642,review,3,3.296703
BELZ,91,0.338642,switch_account,3,3.296703
BELZ,91,0.338642,check_invoice,2,2.197802
BELZ,91,0.338642,check_refund_policy,2,2.197802
BELZ,91,0.338642,place_order,2,2.197802
BELZ,91,0.338642,check_cancellation_fee,1,1.098901
BELZ,91,0.338642,create_account,1,1.098901
BELZ,91,0.338642,get_refund,1,1.098901
BELZ,91,0.338642,track_order,1,1.098901
BLP,91,0.338642,complaint,8,8.791209
BLP,91,0.338642,delete_account,8,8.791209
BLP,91,0.338642,track_refund,7,7.692308
BLP,91,0.338642,check_invoice,6,6.593407
BLP,91,0.338642,recover_password,6,6.593407
BLP,91,0.338642,cancel_order,5,5.494505
BLP,91,0.338642,change_shipping_address,5,5.494505
BLP,91,0.338642,check_refund_policy,5,5.494505
BLP,91,0.338642,newsletter_subscription,5,5.494505
BLP,91,0.338642,get_refund,4,4.395604
BLP,91,0.338642,check_payment_methods,3,3.296703
BLP,91,0.338642,contact_human_agent,3,3.296703
BLP,91,0.338642,review,3,3.296703
BLP,91,0.338642,set_up_shipping_address,3,3.296703
BLP,91,0.338642,switch_account,3,3.296703
BLP,91,0.338642,change_order,2,2.197802
BLP,91,0.338642,create_account,2,2.197802
BLP,91,0.338642,delivery_options,2,2.197802
BLP,91,0.338642,delivery_period,2,2.197802
BLP,91,0.338642,registration_problems,2,2.197802
BLP,91,0.338642,track_order,2,2.197802
BLP,91,0.338642,check_cancellation_fee,1,1.098901
BLP,91,0.338642,contact_customer_service,1,1.098901
BLP,91,0.338642,edit_account,1,1.098901
BLP,91,0.338642,get_invoice,1,1.098901
BLP,91,0.338642,place_order,1,1.098901
BCLQZ,88,0.327478,complaint,10,11.363636
BCLQZ,88,0.327478,delete_account,10,11.363636
BCLQZ,88,0.327478,switch_account,9,10.227273
BCLQZ,88,0.327478,track_order,8,9.090909
BCLQZ,88,0.327478,change_order,5,5.681818
BCLQZ,88,0.327478,delivery_period,5,5.681818
BCLQZ,88,0.327478,review,5,5.681818
BCLQZ,88,0.327478,create_account,4,4.545455
BCLQZ,88,0.327478,newsletter_subscription,4,4.545455
BCLQZ,88,0.327478,payment_issue,4,4.545455
BCLQZ,88,0.327478,set_up_shipping_address,4,4.545455
BCLQZ,88,0.327478,check_invoice,3,3.409091
BCLQZ,88,0.327478,contact_human_agent,3,3.409091
BCLQZ,88,0.327478,track_refund,3,3.409091
BCLQZ,88,0.327478,change_shipping_address,2,2.272727
BCLQZ,88,0.327478,check_payment_methods,2,2.272727
BCLQZ,88,0.327478,check_refund_policy,2,2.272727
BCLQZ,88,0.327478,place_order,2,2.272727
BCLQZ,88,0.327478,cancel_order,1,1.136364
BCLQZ,88,0.327478,contact_customer_service,1,1.136364
BCLQZ,88,0.327478,recover_password,1,1.136364
BKLMZ,87,0.323757,edit_account,33,37.931034
BKLMZ,87,0.323757,get_refund,29,33.333333
BKLMZ,87,0.323757,get_invoice,11,12.643678
BKLMZ,87,0.323757,check_invoice,8,9.195402
BKLMZ,87,0.323757,registration_problems,3,3.448276
BKLMZ,87,0.323757,payment_issue,2,2.298851
BKLMZ,87,0.323757,check_cancellation_fee,1,1.149425
BILMQZ,82,0.30515,payment_issue,22,26.829268
BILMQZ,82,0.30515,check_cancellation_fee,14,17.073171
BILMQZ,82,0.30515,place_order,13,15.853659
BILMQZ,82,0.30515,registration_problems,9,10.97561
BILMQZ,82,0.30515,get_refund,8,9.756098
BILMQZ,82,0.30515,change_order,6,7.317073
BILMQZ,82,0.30515,get_invoice,5,6.097561
BILMQZ,82,0.30515,check_invoice,1,1.219512
BILMQZ,82,0.30515,contact_customer_service,1,1.219512
BILMQZ,82,0.30515,delete_account,1,1.219512
BILMQZ,82,0.30515,delivery_options,1,1.219512
BILMQZ,82,0.30515,recover_password,1,1.219512
BILMP,81,0.301429,delivery_options,14,17.283951
BILMP,81,0.301429,payment_issue,12,14.814815
BILMP,81,0.301429,check_cancellation_fee,10,12.345679
BILMP,81,0.301429,registration_problems,10,12.345679
BILMP,81,0.301429,get_refund,9,11.111111
BILMP,81,0.301429,place_order,8,9.876543
BILMP,81,0.301429,change_order,6,7.407407
BILMP,81,0.301429,track_refund,5,6.17284
BILMP,81,0.301429,check_invoice,2,2.469136
BILMP,81,0.301429,create_account,2,2.469136
BILMP,81,0.301429,delete_account,2,2.469136
BILMP,81,0.301429,get_invoice,1,1.234568
BCILQZ,80,0.297708,switch_account,8,10.0
BCILQZ,80,0.297708,track_order,8,10.0
BCILQZ,80,0.297708,check_refund_policy,7,8.75
BCILQZ,80,0.297708,track_refund,7,8.75
BCILQZ,80,0.297708,contact_customer_service,6,7.5
BCILQZ,80,0.297708,review,5,6.25
BCILQZ,80,0.297708,change_shipping_address,4,5.0
BCILQZ,80,0.297708,check_cancellation_fee,4,5.0
BCILQZ,80,0.297708,create_account,4,5.0
BCILQZ,80,0.297708,delivery_period,4,5.0
BCILQZ,80,0.297708,get_invoice,4,5.0
BCILQZ,80,0.297708,recover_password,4,5.0
BCILQZ,80,0.297708,set_up_shipping_address,4,5.0
BCILQZ,80,0.297708,check_invoice,3,3.75
BCILQZ,80,0.297708,check_payment_methods,2,2.5
BCILQZ,80,0.297708,change_order,1,1.25
BCILQZ,80,0.297708,complaint,1,1.25
BCILQZ,80,0.297708,contact_human_agent,1,1.25
BCILQZ,80,0.297708,delete_account,1,1.25
BCILQZ,80,0.297708,place_order,1,1.25
BCILQZ,80,0.297708,registration_problems,1,1.25
BLN,80,0.297708,cancel_order,42,52.5
BLN,80,0.297708,track_order,10,12.5
BLN,80,0.297708,recover_password,9,11.25
BLN,80,0.297708,change_order,8,10.0
BLN,80,0.297708,track_refund,6,7.5
BLN,80,0.297708,registration_problems,3,3.75
BLN,80,0.297708,check_invoice,1,1.25
BLN,80,0.297708,create_account,1,1.25
BCLQ,77,0.286544,edit_account,8,10.38961
BCLQ,77,0.286544,change_order,7,9.090909
BCLQ,77,0.286544,track_order,7,9.090909
BCLQ,77,0.286544,track_refund,7,9.090909
BCLQ,77,0.286544,create_account,5,6.493506
BCLQ,77,0.286544,switch_account,5,6.493506
BCLQ,77,0.286544,check_refund_policy,4,5.194805
BCLQ,77,0.286544,complaint,4,5.194805
BCLQ,77,0.286544,delivery_options,4,5.194805
BCLQ,77,0.286544,delivery_period,4,5.194805
BCLQ,77,0.286544,change_shipping_address,3,3.896104
BCLQ,77,0.286544,contact_customer_service,3,3.896104
BCLQ,77,0.286544,recover_password,3,3.896104
BCLQ,77,0.286544,review,3,3.896104
BCLQ,77,0.286544,get_invoice,2,2.597403
BCLQ,77,0.286544,payment_issue,2,2.597403
BCLQ,77,0.286544,set_up_shipping_address,2,2.597403
BCLQ,77,0.286544,check_cancellation_fee,1,1.298701
BCLQ,77,0.286544,check_payment_methods,1,1.298701
BCLQ,77,0.286544,delete_account,1,1.298701
BCLQ,77,0.286544,newsletter_subscription,1,1.298701
BCEL,75,0.279101,contact_human_agent,23,30.666667
BCEL,75,0.279101,delete_account,21,28.0
BCEL,75,0.279101,complaint,6,8.0
BCEL,75,0.279101,delivery_options,6,8.0
BCEL,75,0.279101,create_account,4,5.333333
BCEL,75,0.279101,recover_password,4,5.333333
BCEL,75,0.279101,check_cancellation_fee,3,4.0
BCEL,75,0.279101,payment_issue,3,4.0
BCEL,75,0.279101,delivery_period,2,2.666667
BCEL,75,0.279101,get_invoice,2,2.666667
BCEL,75,0.279101,set_up_shipping_address,1,1.333333
BILMZ,71,0.264216,place_order,19,26.760563
BILMZ,71,0.264216,check_cancellation_fee,15,21.126761
BILMZ,71,0.264216,payment_issue,14,19.71831
BILMZ,71,0.264216,registration_problems,8,11.267606
BILMZ,71,0.264216,get_refund,7,9.859155
BILMZ,71,0.264216,change_order,5,7.042254
BILMZ,71,0.264216,check_invoice,1,1.408451
BILMZ,71,0.264216,delivery_period,1,1.408451
BILMZ,71,0.264216,get_invoice,1,1.408451
BCILM,70,0.260494,place_order,26,37.142857
BCILM,70,0.260494,check_cancellation_fee,13,18.571429
BCILM,70,0.260494,payment_issue,9,12.857143
BCILM,70,0.260494,delivery_options,7,10.0
BCILM,70,0.260494,get_refund,7,10.0
BCILM,70,0.260494,edit_account,3,4.285714
BCILM,70,0.260494,cancel_order,2,2.857143
BCILM,70,0.260494,check_invoice,2,2.857143
BCILM,70,0.260494,get_invoice,1,1.428571
BIQS,70,0.260494,delivery_options,70,100.0
BIS,70,0.260494,delivery_options,70,100.0
BKZ,64,0.238166,switch_account,34,53.125
BKZ,64,0.238166,cancel_order,10,15.625
BKZ,64,0.238166,track_order,9,14.0625
BKZ,64,0.238166,create_account,5,7.8125
BKZ,64,0.238166,get_invoice,3,4.6875
BKZ,64,0.238166,change_order,2,3.125
BKZ,64,0.238166,place_order,1,1.5625
BELMQ,60,0.223281,place_order,15,25.0
BELMQ,60,0.223281,get_refund,12,20.0
BELMQ,60,0.223281,check_cancellation_fee,9,15.0
BELMQ,60,0.223281,registration_problems,7,11.666667
BELMQ,60,0.223281,payment_issue,6,10.0
BELMQ,60,0.223281,get_invoice,5,8.333333
BELMQ,60,0.223281,delivery_options,4,6.666667
BELMQ,60,0.223281,edit_account,1,1.666667
BELMQ,60,0.223281,recover_password,1,1.666667
BISZ,59,0.219559,delivery_options,59,100.0
BIQSZ,58,0.215838,delivery_options,58,100.0
BLQW,56,0.208395,check_payment_methods,5,8.928571
BLQW,56,0.208395,edit_account,5,8.928571
BLQW,56,0.208395,track_order,5,8.928571
BLQW,56,0.208395,complaint,4,7.142857
BLQW,56,0.208395,track_refund,4,7.142857
BLQW,56,0.208395,check_cancellation_fee,3,5.357143
BLQW,56,0.208395,create_account,3,5.357143
BLQW,56,0.208395,newsletter_subscription,3,5.357143
BLQW,56,0.208395,review,3,5.357143
BLQW,56,0.208395,change_order,2,3.571429
BLQW,56,0.208395,check_invoice,2,3.571429
BLQW,56,0.208395,check_refund_policy,2,3.571429
BLQW,56,0.208395,contact_human_agent,2,3.571429
BLQW,56,0.208395,delivery_period,2,3.571429
BLQW,56,0.208395,registration_problems,2,3.571429
BLQW,56,0.208395,set_up_shipping_address,2,3.571429
BLQW,56,0.208395,change_shipping_address,1,1.785714
BLQW,56,0.208395,contact_customer_service,1,1.785714
BLQW,56,0.208395,delete_account,1,1.785714
BLQW,56,0.208395,get_invoice,1,1.785714
BLQW,56,0.208395,get_refund,1,1.785714
BLQW,56,0.208395,recover_password,1,1.785714
BLQW,56,0.208395,switch_account,1,1.785714
BCLW,54,0.200953,delete_account,7,12.962963
BCLW,54,0.200953,complaint,5,9.259259
BCLW,54,0.200953,contact_customer_service,5,9.259259
BCLW,54,0.200953,create_account,5,9.259259
BCLW,54,0.200953,contact_human_agent,4,7.407407
BCLW,54,0.200953,get_invoice,3,5.555556
BCLW,54,0.200953,newsletter_subscription,3,5.555556
BCLW,54,0.200953,recover_password,3,5.555556
BCLW,54,0.200953,track_refund,3,5.555556
BCLW,54,0.200953,change_shipping_address,2,3.703704
BCLW,54,0.200953,check_payment_methods,2,3.703704
BCLW,54,0.200953,delivery_period,2,3.703704
BCLW,54,0.200953,cancel_order,1,1.851852
BCLW,54,0.200953,check_invoice,1,1.851852
BCLW,54,0.200953,check_refund_policy,1,1.851852
BCLW,54,0.200953,delivery_options,1,1.851852
BCLW,54,0.200953,edit_account,1,1.851852
BCLW,54,0.200953,place_order,1,1.851852
BCLW,54,0.200953,registration_problems,1,1.851852
BCLW,54,0.200953,set_up_shipping_address,1,1.851852
BCLW,54,0.200953,switch_account,1,1.851852
BCLW,54,0.200953,track_order,1,1.851852
BMQ,51,0.189789,place_order,9,17.647059
BMQ,51,0.189789,change_order,8,15.686275
BMQ,51,0.189789,payment_issue,7,13.72549
BMQ,51,0.189789,cancel_order,4,7.843137
BMQ,51,0.189789,create_account,4,7.843137
BMQ,51,0.189789,get_invoice,4,7.843137
BMQ,51,0.189789,registration_problems,3,5.882353
BMQ,51,0.189789,check_cancellation_fee,2,3.921569
BMQ,51,0.189789,check_invoice,2,3.921569
BMQ,51,0.189789,delivery_options,2,3.921569
BMQ,51,0.189789,get_refund,2,3.921569
BMQ,51,0.189789,delivery_period,1,1.960784
BMQ,51,0.189789,recover_password,1,1.960784
BMQ,51,0.189789,set_up_shipping_address,1,1.960784
BMQ,51,0.189789,track_refund,1,1.960784
BEQ,50,0.186067,get_invoice,14,28.0
BEQ,50,0.186067,switch_account,14,28.0
BEQ,50,0.186067,cancel_order,8,16.0
BEQ,50,0.186067,create_account,4,8.0
BEQ,50,0.186067,check_invoice,2,4.0
BEQ,50,0.186067,get_refund,2,4.0
BEQ,50,0.186067,place_order,2,4.0
BEQ,50,0.186067,check_refund_policy,1,2.0
BEQ,50,0.186067,complaint,1,2.0
BEQ,50,0.186067,registration_problems,1,2.0
BEQ,50,0.186067,track_order,1,2.0
BLQWZ,48,0.178625,track_order,5,10.416667
BLQWZ,48,0.178625,check_invoice,4,8.333333
BLQWZ,48,0.178625,change_order,3,6.25
BLQWZ,48,0.178625,check_payment_methods,3,6.25
BLQWZ,48,0.178625,check_refund_policy,3,6.25
BLQWZ,48,0.178625,delivery_period,3,6.25
BLQWZ,48,0.178625,newsletter_subscription,3,6.25
BLQWZ,48,0.178625,review,3,6.25
BLQWZ,48,0.178625,contact_customer_service,2,4.166667
BLQWZ,48,0.178625,contact_human_agent,2,4.166667
BLQWZ,48,0.178625,delete_account,2,4.166667
BLQWZ,48,0.178625,get_invoice,2,4.166667
BLQWZ,48,0.178625,payment_issue,2,4.166667
BLQWZ,48,0.178625,recover_password,2,4.166667
BLQWZ,48,0.178625,track_refund,2,4.166667
BLQWZ,48,0.178625,change_shipping_address,1,2.083333
BLQWZ,48,0.178625,complaint,1,2.083333
BLQWZ,48,0.178625,create_account,1,2.083333
BLQWZ,48,0.178625,get_refund,1,2.083333
BLQWZ,48,0.178625,place_order,1,2.083333
BLQWZ,48,0.178625,registration_problems,1,2.083333
BLQWZ,48,0.178625,switch_account,1,2.083333
BILPQ,46,0.171182,track_order,5,10.869565
BILPQ,46,0.171182,check_payment_methods,4,8.695652
BILPQ,46,0.171182,delete_account,4,8.695652
BILPQ,46,0.171182,track_refund,4,8.695652
BILPQ,46,0.171182,check_cancellation_fee,3,6.521739
BILPQ,46,0.171182,contact_human_agent,3,6.521739
BILPQ,46,0.171182,get_refund,3,6.521739
BILPQ,46,0.171182,newsletter_subscription,3,6.521739
BILPQ,46,0.171182,change_order,2,4.347826
BILPQ,46,0.171182,complaint,2,4.347826
BILPQ,46,0.171182,delivery_period,2,4.347826
BILPQ,46,0.171182,edit_account,2,4.347826
