source_index,instruction,ground_truth_intent,predicted_intent,ground_truth_category,predicted_category,ground_truth_needs_human,predicted_needs_human,json_valid,schema_compliant,generation_truncated,error_tags,raw_model_output
6643,can I see in which cases can I ask for a reimbursement?,check_refund_policy,REFUND,REFUND,REFUND,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""REFUND"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""You can request a reimbursement in cases where the product is defective, the product does not match the description, the product is missing, or the product is damaged during shipping. For more details, please refer to our terms and conditions.""
}"
6623,in what situations can I request to be refunded ?,check_refund_policy,REFUND,REFUND,REFUND,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""REFUND"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""You can request a refund in the following situations:\n- The product is defective or does not work as advertised.\n- The product is missing or damaged when you receive it.\n- The product does not match the description on the website.\n- The product is not what you ordered.\n- The seller is not fulfilling their obligations under the terms of the sale.""
}"
1102,problem with adding a product to order {{Order Number}},change_order,ORDER,ORDER,ORDER,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""ORDER"",
  ""category"": ""ORDER"",
  ""needs_human"": false,
  ""response"": ""We've received your order. Please check your order number to proceed. If you have any issues, feel free to contact our customer service.""
}"
6515,need help seeing in which situations can I request refunds,check_refund_policy,REFUND,REFUND,REFUND,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""REFUND"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""Refunds are typically available for items that are defective, damaged, or not as described. You can request a refund if you are not satisfied with the product or service. For more details, please check our refund policy.""
}"
25286,could you help me see the status of order {{Order Number}}?,track_order,check_order,ORDER,ORDER,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""check_order"",
  ""category"": ""ORDER"",
  ""needs_human"": false,
  ""response"": ""I can help you check the status of your order. Please provide the order number so I can assist you further.""
}"
5984,help me  to see in what situations can I ask for a refund,check_refund_policy,REFUND,REFUND,REFUND,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""REFUND"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""You can request a refund in the following situations:\n\n- The product is defective or does not work as advertised.\n- The product is missing or damaged when you receive it.\n- The product does not match the description on the website or in the store.\n- The product is not what you ordered.\n\nIf you have any questions or need further assistance, feel free to ask.""
}"
24975,where can i see the ETA of purchase {{Order Number}},track_order,check_delivery,ORDER,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""check_delivery"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""You can view the ETA for your purchase by checking the tracking information on the website. If you need further assistance, please contact our customer service.""
}"
13719,"I have to see when will my product arrive, can you help me?",delivery_period,check_shipping,DELIVERY,DELIVERY,False,False,True,False,False,wrong_intent;invalid_enum,"{""intent"":""check_shipping"",""category"":""DELIVERY"",""needs_human"":false,""response"":""We can provide you with the estimated delivery date based on your shipping address. Please share your shipping details so we can check the expected delivery time.""}"
15532,I don't know how I can download my invoice #00108,get_invoice,check_invoice,INVOICE,INVOICE,False,False,True,True,False,wrong_intent,"{
  ""intent"": ""check_invoice"",
  ""category"": ""INVOICE"",
  ""needs_human"": false,
  ""response"": ""To download your invoice, you can follow these steps:\n1. Log in to your account.\n2. Click on the 'My Account' or 'My Profile' section.\n3. Look for an option to 'Download' or 'Print' your invoice.\n4. Select the invoice you want to download and click on 'Download'.\n5. Save the file to your computer.\nIf you are still having trouble, please check your email for an attachment or contact our customer service for further assistance.""
}"
10741,could you help me to create a {{Account Type}} account for my fiance?,create_account,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""I'm sorry, but I don't have the ability to assist with creating accounts. You may want to try contacting the support team directly for assistance.""
}"
15359,I do not know what I need to do to get bill #85632,get_invoice,INVOICE,INVOICE,INVOICE,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""INVOICE"",
  ""category"": ""INVOICE"",
  ""needs_human"": false,
  ""response"": ""To get more information about your invoice, you can check the details provided in your email or contact our customer service team. They can help you understand the invoice and provide any necessary information.""
}"
16641,would it be possible to obtain compensations of money?,get_refund,payment_issue,REFUND,PAYMENT,True,False,True,True,False,wrong_intent;wrong_category;wrong_needs_human,"{
  ""intent"": ""payment_issue"",
  ""category"": ""PAYMENT"",
  ""needs_human"": false,
  ""response"": ""We are unable to provide compensation for financial losses. Please contact customer service for assistance.""
}"
1363,help swapping an article of purchase113542617735902,change_order,CHANGE_SHIPPING_ADDRESS,ORDER,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""CHANGE_SHIPPING_ADDRESS"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We can help you swap your purchase. Please provide your order number and the new shipping address. We'll assist you with the process.""
}"
24775,i have got to switch to the {{Account Type}} account,switch_account,set_up_shipping_address,ACCOUNT,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;intent_category_mismatch,"{
  ""intent"": ""set_up_shipping_address"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""To switch to your new account type, please follow these steps:\n1. Log in to your current account.\n2. Click on the 'Account' or 'Settings' option.\n3. Select 'Switch Account Type'.\n4. Choose your preferred account type from the list.\n5. Click 'Save' or 'Next' to complete the switch.""
}"
14668,change info on {{Account Type}} account,edit_account,CHANGE,ACCOUNT,ACCOUNT,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""CHANGE"",
  ""category"": ""ACCOUNT"",
  ""needs_human"": false,
  ""response"": ""We'll update your account information as soon as possible. Please provide your new details.""
}"
21650,I need help to  report problems with registrations,registration_problems,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""We're here to help. If you're experiencing issues with your registration, please provide more details so we can assist you better. What specifically is not working? Any error messages you see? ""
}"
10598,opening premium account for wife,create_account,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""We'll help you set up your premium account. Please provide your personal information so we can proceed with the setup.""
}"
9679,what do I have to do to contact a person?,contact_human_agent,CONTACT,CONTACT,CONTACT,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{
  ""intent"": ""CONTACT"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""To contact a person, you can use the contact information provided on our website or through our customer service email. You can also send us a message on our social media platforms. For more details, please visit our FAQ section or contact our support team.""
}"
1274,change purxhase {{Order Number}},change_order,ORDER,ORDER,ORDER,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""ORDER"",
  ""category"": ""ORDER"",
  ""needs_human"": false,
  ""response"": ""We've received your request to change the purchase of Order Number [Order Number]. Our team is working on it and will update you as soon as possible. Please note that changes to your order may take some time to process.""
}"
5136,assistance checking the accepted payment options,check_payment_methods,CHECK_PAYMENT_METHODS,PAYMENT,PAYMENT,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""CHECK_PAYMENT_METHODS"",
  ""category"": ""PAYMENT"",
  ""needs_human"": false,
  ""response"": ""To check your payment options, please review the list below:\n- Credit Card\n- Debit Card\n- PayPal\n- Bank Transfer\n- Other Payment Methods""
}"
3264,how can I checkthe cancellation charges?,check_cancellation_fee,check_cancellation_fee,CANCEL,FEEDBACK,False,False,True,False,False,wrong_category;intent_category_mismatch,"{
  ""intent"": ""check_cancellation_fee"",
  ""category"": ""FEEDBACK"",
  ""needs_human"": false,
  ""response"": ""To check the cancellation charges, you can log into your account and look for the cancellation fee information. If you need further assistance, you can contact our customer service.""
}"
11527,how can I  close my {{Account Category}} account?,delete_account,registration_problems,ACCOUNT,ACCOUNT,True,False,True,True,False,wrong_intent;wrong_needs_human,"{
  ""intent"": ""registration_problems"",
  ""category"": ""ACCOUNT"",
  ""needs_human"": false,
  ""response"": ""To close your account, please follow these steps:\n1. Log in to your account.\n2. Click on the 'Settings' or 'Account' option.\n3. Select 'Close Account'.\n4. Review the confirmation message and proceed.\n5. If prompted, enter your password to complete the process.\n6. Once closed, you can no longer access your account.""
}"
23761,is it possible to enter a new shipping address?,set_up_shipping_address,change_shipping_address,SHIPPING,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;intent_category_mismatch,"{
  ""intent"": ""change_shipping_address"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""Yes, you can enter a new shipping address. Please provide the new address details.""
}"
248,problems with cancelling order {{Order Number}},cancel_order,cancel_order,ORDER,CANCEL,False,False,True,False,False,wrong_category;intent_category_mismatch,"{
  ""intent"": ""cancel_order"",
  ""category"": ""CANCEL"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're experiencing issues with cancelling your order. To help resolve this, we need more information. Could you please provide the Order Number so we can look into it further? Once we have this information, we'll be able to assist you more effectively.""
}"
13437,need assistance to check when my product is gonna arrive,delivery_period,TRACK,DELIVERY,DELIVERY,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""TRACK"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We can help you track your order. Please provide your order number so we can check the delivery status for you.""
}"
19966,I would like to recover the key of my user account,recover_password,recover_password,ACCOUNT,PASSWORD,False,False,True,False,False,wrong_category;invalid_enum,"{
  ""intent"": ""recover_password"",
  ""category"": ""PASSWORD"",
  ""needs_human"": false,
  ""response"": ""We recommend you reset your password by clicking on the 'Forgot Password' option. If you are unable to do so, please contact our support team for assistance.""
}"
16161,i dont know how to get a reimbursement of my money,get_refund,REFUND,REFUND,REFUND,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{
  ""intent"": ""REFUND"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""If you need a reimbursement of your money, you can contact our customer service to discuss the issue. They can help you understand the refund policy and guide you through the process. Please provide your order number and any other relevant information so they can assist you effectively.""
}"
5540,I don't know how I could list your payment modalities,check_payment_methods,contact,PAYMENT,CONTACT,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""contact"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""Hello! If you have any questions about our payment methods, feel free to ask. We're here to help. You can also check our FAQ section for more information.""
}"
7969,help me to see at what time customer support available is,contact_customer_service,check_shipping_address,CONTACT,DELIVERY,True,False,True,False,False,wrong_intent;wrong_category;invalid_enum;wrong_needs_human,"{
  ""intent"": ""check_shipping_address"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""Customer support is available during our business hours. Please check our website for the current hours.""
}"
8245,what do I need to do to talk to customer assistance?,contact_customer_service,contact,CONTACT,CONTACT,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{""intent"":""contact"",""category"":""CONTACT"",""needs_human"":false,""response"":""You can contact customer assistance by providing your account details or by using the provided support channels. For immediate assistance, you can call our customer service hotline or send an email to [email@example.com]. We are here to help.""}"
19649,I do not know what to do to earn several of yoru item,place_order,ORDER,ORDER,ORDER,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""ORDER"",
  ""category"": ""ORDER"",
  ""needs_human"": false,
  ""response"": ""Hello! If you're looking to order multiple items, you can add them to your cart and proceed to checkout. Make sure to select the correct quantities for each item. Once you've added all the items to your cart, click the 'Checkout' button to continue. If you need help with the checkout process, feel free to ask. We're here to help! ""
}"
12773,I need help checking what bloody delivery methods are there,delivery_options,CONTACT,DELIVERY,DELIVERY,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""CONTACT"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We offer various delivery methods to ensure your order arrives safely. Please check our website for a detailed list of available options.""
}"
6920,"I would like to make a bloody complaint, could you help me?",complaint,complaint,FEEDBACK,CONTACT,True,False,True,False,False,wrong_category;intent_category_mismatch;wrong_needs_human,"{
  ""intent"": ""complaint"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""I'm here to help. If you'd like to make a complaint, you can start by providing details about the issue. What happened? When did it happen? How did it impact you? Once you've shared this information, I'll assist you in filing a complaint with the appropriate authorities or entities. Please keep in mind that your complaint will be handled confidentially and in accordance with the laws and regulations of the relevant jurisdiction.""
}"
22858,how to send my feedback about ur company,review,feedback,FEEDBACK,FEEDBACK,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""feedback"",
  ""category"": ""FEEDBACK"",
  ""needs_human"": false,
  ""response"": ""We value your feedback and appreciate your thoughts on our company. To provide feedback, you can use our online form on our website. Simply go to the 'Contact Us' section and fill out the feedback form. We'll review your feedback and take appropriate action to improve our services. Thank you for your input!""
}"
12762,"I need to see what delivery methods you offer, help me",delivery_options,check_delivery_options,DELIVERY,DELIVERY,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""check_delivery_options"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We offer various delivery methods. Please choose one that best suits your needs.""
}"
26485,"I have to see my restitution status, how to do it?",track_refund,check_refund_policy,REFUND,REFUND,False,False,True,True,False,wrong_intent,"{""intent"":""check_refund_policy"",""category"":""REFUND"",""needs_human"":false,""response"":""You can check your refund status by logging into your account and navigating to the 'My Account' section. From there, select 'Refunds' or 'History' to view your past transactions and any pending refunds.""}"
14499,change info on {{Account Category}} account,edit_account,CHANGE,ACCOUNT,ACCOUNT,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""CHANGE"",
  ""category"": ""ACCOUNT"",
  ""needs_human"": false,
  ""response"": ""We'll update your account information right away. Please provide your new details.""
}"
26635,how to see the status of my restitution,track_refund,check_refund_policy,REFUND,REFUND,False,False,True,True,False,wrong_intent,"{
  ""intent"": ""check_refund_policy"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""To check the status of your refund, please visit our website and navigate to the 'My Account' section. From there, select 'My Orders' and look for your order. If you need further assistance, you can also contact our customer service team.""
}"
1985,i cant correct purchase {{Order Number}},change_order,place_order,ORDER,ORDER,False,False,True,True,False,wrong_intent,"{
  ""intent"": ""place_order"",
  ""category"": ""ORDER"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you couldn't correct your purchase. If you need to make changes to your order, please contact our customer service team for assistance. They can help you update your order details.""
}"
9023,wanna chat with a person,contact_human_agent,contact,CONTACT,CONTACT,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{
  ""intent"": ""contact"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""Hello! I'm here to help. How can I assist you today?""
}"
25443,how to see the status of order {{Order Number}}?,track_order,check_order,ORDER,ORDER,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""check_order"",
  ""category"": ""ORDER"",
  ""needs_human"": false,
  ""response"": ""To check the status of your order, you can log into your account and navigate to the 'My Orders' section. From there, select the order number to view its current status. If you need further assistance, please contact our customer service.""
}"
13215,I need help to check when my package is going to arrive,delivery_period,TRACK,DELIVERY,DELIVERY,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""TRACK"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We can help you track your package. Please provide your tracking number so we can check the delivery status.""
}"
25309,i need help checking the status or purchase {{Order Number}},track_order,check_order,ORDER,ORDER,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""check_order"",
  ""category"": ""ORDER"",
  ""needs_human"": false,
  ""response"": ""To check the status of your order, please visit our website and navigate to the 'My Account' section. From there, select 'View Orders' and enter the Order Number. This will show you the details of your purchase. If you need further assistance, feel free to ask.""
}"
15911,is it possible to ask for a refund of my money?,get_refund,refund,REFUND,REFUND,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{""intent"":""refund"",""category"":""REFUND"",""needs_human"":false,""response"":""Yes, you can request a refund of your money. Please provide your order number and a brief reason for the refund so we can process it efficiently.""}"
4923,help me seeing your available payment options,check_payment_methods,PAYMENT,PAYMENT,PAYMENT,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""PAYMENT"",
  ""category"": ""PAYMENT"",
  ""needs_human"": false,
  ""response"": ""We offer various payment methods to make your purchase easier. You can use credit/debit cards, PayPal, or other secure payment options. Please check your available payment methods in your account settings.""
}"
25304,check the current status of purchase {{Order Number}},track_order,ORDER,ORDER,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""ORDER"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""To check the current status of your purchase, please visit our website and navigate to the 'My Account' section. From there, select 'View Order History' and enter the Order Number '{{Order Number}}'. This will provide you with the details of your purchase, including the status of your order.""
}"
518,problems with cancelling order {{Order Number}},cancel_order,cancel_order,ORDER,CANCEL,False,False,True,False,False,wrong_category;intent_category_mismatch,"{
  ""intent"": ""cancel_order"",
  ""category"": ""CANCEL"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're experiencing issues with cancelling your order. To help resolve this, we need more information. Could you please provide the Order Number so we can look into it further? Once we have this information, we'll be able to assist you more effectively.""
}"
1221,assistance to delete something from purcahse {{Order Number}},change_order,ORDER,ORDER,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""ORDER"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're having trouble with your order. To proceed, please provide your Order Number so we can assist you further. If you need immediate help, you can contact our customer service team for assistance.""
}"
21488,issue creating account,registration_problems,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're experiencing issues with creating your account. To help resolve this, we recommend checking your email for any validation emails we sent to your account. If you don't see any validation emails, please try again. If you continue to have issues, feel free to contact our support team for further assistance.""
}"
14275,correct information on Proaccount,edit_account,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're experiencing issues with your Proaccount registration. To help resolve this, we need more information. Could you please provide the email address associated with your Proaccount? This will help us verify your account and provide the correct information.""
}"
21345,i do not know what to do to notify of a sign-up issue,registration_problems,registration_problems,ACCOUNT,CONTACT,False,False,True,False,False,wrong_category;intent_category_mismatch,"{
  ""intent"": ""registration_problems"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""If you're experiencing issues with your account registration, please check your email for a confirmation message. If you don't see it, you can try contacting our support team by clicking on the 'Contact Us' option. We're here to help. Please provide your email address so we can send you a message.""
}"
22360,is there an address to leave a comment for a service?,review,contact,FEEDBACK,CONTACT,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""contact"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""Yes, you can leave a comment for a service by visiting our website and clicking on the 'Contact Us' option. We'll be happy to help you.""
}"
8775,can you help me to speak to customer assistance?,contact_customer_service,contact,CONTACT,CONTACT,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{""intent"":""contact"",""category"":""CONTACT"",""needs_human"":false,""response"":""Hello! I'm here to help. If you need to speak to customer assistance, you can call us at 1-800-HELP-HERE or send an email to support@ourwebsite.com. Which would you prefer?""}"
17686,how to unsubscribe to your newsletter?,newsletter_subscription,unsubscribe,SUBSCRIPTION,SUBSCRIPTION,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""unsubscribe"",
  ""category"": ""SUBSCRIPTION"",
  ""needs_human"": false,
  ""response"": ""To unsubscribe from our newsletter, please visit our website and click on the 'Unsubscribe' option. If you have any trouble, feel free to contact our customer service team.""
}"
7419,can I file a consumer claim against your organization?,complaint,complaint,FEEDBACK,CONTACT,True,False,True,False,False,wrong_category;intent_category_mismatch;wrong_needs_human,"{""intent"":""complaint"",""category"":""CONTACT"",""needs_human"":false,""response"":""We're here to help. If you have a complaint, please provide specific details so we can address it promptly.""}"
11628,can you help me to remove my standard account?,delete_account,registration_problems,ACCOUNT,ACCOUNT,True,False,True,True,False,wrong_intent;wrong_needs_human,"{
  ""intent"": ""registration_problems"",
  ""category"": ""ACCOUNT"",
  ""needs_human"": false,
  ""response"": ""I'm sorry to hear that you're experiencing issues with your account. To proceed, you'll need to contact our support team directly. Please provide your account information so we can assist you further. If you have any questions or need help, feel free to ask.""
}"
16072,i paid {{Currency Symbol}}{{Refund Amount}} for an item can ya help me obtain a rebate,get_refund,REFUND,REFUND,REFUND,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{
  ""intent"": ""REFUND"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're experiencing issues with your purchase. To help you obtain a rebate, we recommend reaching out to the retailer directly. They may be able to provide more information or offer a solution. If you need further assistance, please contact our customer service team.""
}"
7602,I don't know how I can file a consumer claim,complaint,complaint,FEEDBACK,CONTACT,True,False,True,False,False,wrong_category;intent_category_mismatch;wrong_needs_human,"{
  ""intent"": ""complaint"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""If you feel that your rights have been violated, you can file a complaint with the relevant authorities or consumer protection agency. For more information, you can visit the official website of the agency or contact them directly. They will provide you with the necessary steps to take.""
}"
26096,can uhelp me see my reimbursement current status,track_refund,check_refund_policy,REFUND,REFUND,False,False,True,True,False,wrong_intent,"{
  ""intent"": ""check_refund_policy"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""I can help you check the status of your refund. Please provide your order number or the transaction ID so I can look up your current status.""
}"
10313,I have to open an pro account for my dad,create_account,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""We're glad to hear that you want to help your dad open an account. If you need any assistance, feel free to ask. We're here to help.""
}"
21467,I want assistance to inform of an issue with a signup,registration_problems,CONTACT,ACCOUNT,REGISTRATION_PROBLEMS,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""CONTACT"",
  ""category"": ""REGISTRATION_PROBLEMS"",
  ""needs_human"": false,
  ""response"": ""We're here to help. If you have any issues with your signup, please feel free to contact us directly. We'll do our best to assist you.""
}"
2040,help changimg my address,change_shipping_address,change_shipping_address,SHIPPING,DELIVERY,False,False,True,False,False,wrong_category;intent_category_mismatch,"{
  ""intent"": ""change_shipping_address"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We can help you update your shipping address. Please provide your new shipping address details.""
}"
1859,help to swap several items of order {{Order Number}},change_order,ORDER,ORDER,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""ORDER"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""Hello! To swap items in your order {{Order Number}}, please contact our customer service team. They can assist you with the process. If you need immediate help, you can also send us an email or use our live chat option. We're here to help. Thank you for choosing our service.""
}"
23749,problem entering the seocndary shipping address,set_up_shipping_address,shipping,SHIPPING,shipping,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""shipping"",
  ""category"": ""shipping"",
  ""needs_human"": false,
  ""response"": ""We've received your request to update your shipping address. Please provide your new shipping address details so we can proceed. If you need help, feel free to ask.""
}"
6929,wanna lodge a consumer reclamation against ur company,complaint,complaint,FEEDBACK,CONTACT,True,False,True,False,False,wrong_category;intent_category_mismatch;wrong_needs_human,"{
  ""intent"": ""complaint"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""We're here to help. If you have a complaint, please provide specific details so we can address your concerns. We strive to provide excellent service to all our customers.""
}"
23543,i have an issue setting up a different delivery address,set_up_shipping_address,SET_UP_SHIPPING_ADDRESS,SHIPPING,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""SET_UP_SHIPPING_ADDRESS"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We'll help you set up your new shipping address. Please provide your current address details so we can proceed.""
}"
16319,i do not know how i can obtain compensations of my money,get_refund,,REFUND,,True,,False,False,True,wrong_intent;wrong_category;invalid_json;wrong_needs_human;generation_truncated,"{
  ""intent"": ""complaint"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're experiencing issues with your payment. To help resolve this, we recommend checking your bank statements to see if your payment has been declined or if there's a transaction fee. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can provide them with your account details to see if there's a problem. If you've already contacted your bank, you can"
12520,can I see what methods for delivery I can choose?,delivery_options,CHECK_DELIVERY_OPTIONS,DELIVERY,DELIVERY,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""CHECK_DELIVERY_OPTIONS"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""You can choose from various delivery methods such as standard shipping, express shipping, or international shipping. For more details, please visit our website's 'Delivery Options' section.""
}"
14363,correcting data on standard account,edit_account,registration_problems,ACCOUNT,ACCOUNT,False,False,True,True,False,wrong_intent,"{
  ""intent"": ""registration_problems"",
  ""category"": ""ACCOUNT"",
  ""needs_human"": false,
  ""response"": ""We'll take care of it right away. Please provide your account details so we can correct the issue.""
}"
15626,is it possible to get my bill #00108?,get_invoice,check_invoice,INVOICE,INVOICE,False,False,True,True,False,wrong_intent,"{""intent"":""check_invoice"",""category"":""INVOICE"",""needs_human"":false,""response"":""Yes, we can provide your invoice #00108. Please check your email or contact our customer service for more details.""}"
23474,help me submitting the new delivery address,set_up_shipping_address,set_up_shipping_address,SHIPPING,DELIVERY,False,False,True,False,False,wrong_category;intent_category_mismatch,"{
  ""intent"": ""set_up_shipping_address"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We can help you update your shipping address. Please provide your current address and the new address you'd like to use.""
}"
